composite_rank,composite_score,score_status,model_name,vendor,vendor_slug,primary_category,capability_tags,is_open_weight,open_weight_evidence,license,license_class,hf_gated,openrouter_model_id,openrouter_canonical_slug,zenmux_model_id,zenmux_match_method,zenmux_match_confidence,huggingface_model_id,openrouter_tokens,openrouter_requests,openrouter_documented_top50_tokens,openrouter_usage_change,openrouter_variants_merged,zenmux_tokens,zenmux_rank,hf_downloads_30d,hf_downloads_all_time,hf_likes,openrouter_usage_score,zenmux_usage_score,hf_downloads_30d_score,hf_likes_score,release_date_hf,openrouter_added_date,hf_last_modified,input_modalities,output_modalities,hf_pipeline_tag,context_length,max_completion_tokens,parameter_count_b,architecture,model_type,model_structure,experts_per_token,quantization_method,supports_reasoning,supports_tools,supports_structured_output,prompt_price_usd_per_million,completion_price_usd_per_million,knowledge_cutoff,openrouter_url,zenmux_url,huggingface_url,source_presence,openrouter_model_ids_merged
28,50.2653,complete_three_sources,Gemma 3 27B,Google,google,Multimodal / VLM,text_input|image_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/google/gemma-3-27b-it,gemma,open_weight_custom_or_other_license,manual,google/gemma-3-27b-it,google/gemma-3-27b-it,,unmatched,0.323,google/gemma-3-27b-it,58528378716,26001749,0,0.17020281189936246,google/gemma-3-27b-it,0,,857335,16293493,2004,80.1242,0.0,66.4596,84.8101,2025-03-01,2025-03-12,2025-03-21,text|image,text,image-text-to-text,262144,131072,27.432,Gemma3ForConditionalGeneration,gemma3,Dense or unspecified,,,False,True,True,0.08,0.44999999999999996,2024-08-31,https://openrouter.ai/google/gemma-3-27b-it,,https://huggingface.co/google/gemma-3-27b-it,OpenRouter|HuggingFace,google/gemma-3-27b-it
29,50.1138,complete_three_sources,Nemotron 3 Super,NVIDIA,nvidia,Reasoning,text_input|text_output|reasoning|tool_use|structured_output|agentic,True,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-FP8,other,open_weight_custom_or_other_license,False,nvidia/nemotron-3-super-120b-a12b,nvidia/nemotron-3-super-120b-a12b-20230311,,unmatched,0.0,nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-FP8,394205483226,11379017,375212643356,-0.3334055901138812,nvidia/nemotron-3-super-120b-a12b-20230311|nvidia/nemotron-3-super-120b-a12b-20230311:free,0,,223302,2388500,269,93.1677,0.0,47.205,22.1519,2026-03-10,2026-03-11,2026-04-29,text,text,text-generation,1000000,16384,123.611,NemotronHForCausalLM,nemotron_h,Mixture-of-Experts,22,modelopt,True,True,True,0.08499999999999999,0.39999999999999997,,https://openrouter.ai/nvidia/nemotron-3-super-120b-a12b,,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-FP8,OpenRouter|HuggingFace,nvidia/nemotron-3-super-120b-a12b|nvidia/nemotron-3-super-120b-a12b:free
30,49.8662,complete_three_sources,Nemotron 3 Nano 30B A3B,NVIDIA,nvidia,Reasoning,text_input|text_output|reasoning|tool_use|structured_output|agentic,True,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,other,open_weight_custom_or_other_license,False,nvidia/nemotron-3-nano-30b-a3b,nvidia/nemotron-3-nano-30b-a3b,,unmatched,0.0,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,74656413768,8770448,0,0.2293272719630833,nvidia/nemotron-3-nano-30b-a3b|nvidia/nemotron-3-nano-30b-a3b:free,0,,994374,8033320,802,81.3665,0.0,69.5652,56.3291,2025-12-04,2025-12-14,2026-07-23,text,text,text-generation,262144,228000,31.578,NemotronHForCausalLM,nemotron_h,Mixture-of-Experts,6,,True,True,True,0.049999999999999996,0.19999999999999998,,https://openrouter.ai/nvidia/nemotron-3-nano-30b-a3b,,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,OpenRouter|HuggingFace,nvidia/nemotron-3-nano-30b-a3b|nvidia/nemotron-3-nano-30b-a3b:free
31,49.4656,complete_three_sources,bge-m3,BAAI,baai,Embedding / Rerank,text_input|embeddings_output|coding,True,https://huggingface.co/BAAI/bge-m3,mit,open_source_license,False,baai/bge-m3,baai/bge-m3-20251117,,unmatched,0.0,BAAI/bge-m3,21369553216,17108197,0,0.7429425734302457,baai/bge-m3-20251117,0,,35491258,241166345,3282,66.4596,0.0,99.3789,93.038,2024-01-27,2025-11-18,2024-07-03,text,embeddings,sentence-similarity,8194,8194,,XLMRobertaModel,xlm-roberta,Unknown,,,False,False,False,0.01,,,https://openrouter.ai/baai/bge-m3,,https://huggingface.co/BAAI/bge-m3,OpenRouter|HuggingFace,baai/bge-m3
32,49.0559,complete_three_sources,Qwen3.6 27B,Qwen,qwen,Multimodal / VLM,text_input|image_input|video_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3.6-27B,apache-2.0,open_source_license,False,qwen/qwen3.6-27b,qwen/qwen3.6-27b-20260422,,unmatched,0.571,Qwen/Qwen3.6-27B,25771145813,3670601,0,-0.5539710104448237,qwen/qwen3.6-27b-20260422,0,,6232995,17871356,2088,69.5652,0.0,89.441,86.7089,2026-04-21,2026-04-27,2026-04-24,text|image|video,text,image-text-to-text,262144,65536,27.781,Qwen3_5ForConditionalGeneration,qwen3_5,Dense or unspecified,,,True,True,True,0.3,2.0,,https://openrouter.ai/qwen/qwen3.6-27b,,https://huggingface.co/Qwen/Qwen3.6-27B,OpenRouter|HuggingFace,qwen/qwen3.6-27b
33,48.8749,complete_three_sources,DeepSeek V3 0324,DeepSeek,deepseek,General Language,text_input|text_output|tool_use|structured_output,True,https://huggingface.co/deepseek-ai/DeepSeek-V3-0324,mit,open_source_license,False,deepseek/deepseek-chat-v3-0324,deepseek/deepseek-chat-v3-0324,,unmatched,0.667,deepseek-ai/DeepSeek-V3-0324,38234986131,9383260,0,-0.009271967848826581,deepseek/deepseek-chat-v3-0324,0,,850499,7413561,3148,76.3975,0.0,65.8385,92.4051,2025-03-24,2025-03-24,2025-03-27,text,text,text-generation,163840,65536,684.531,DeepseekV3ForCausalLM,deepseek_v3,Mixture-of-Experts,8,fp8,False,True,True,0.27,1.12,2024-07-31,https://openrouter.ai/deepseek/deepseek-chat-v3-0324,,https://huggingface.co/deepseek-ai/DeepSeek-V3-0324,OpenRouter|HuggingFace,deepseek/deepseek-chat-v3-0324
34,47.9061,complete_three_sources,Laguna S 2.1,Poolside,poolside,Reasoning,text_input|text_output|reasoning|tool_use|coding|agentic,True,https://huggingface.co/poolside/Laguna-S-2.1,openmdw-1.1,open_weight_custom_or_other_license,False,poolside/laguna-s-2.1,poolside/laguna-s-2.1-20260720,,unmatched,0.0,poolside/Laguna-S-2.1,313659087912,4444183,28823415309,,poolside/laguna-s-2.1-20260720|poolside/laguna-s-2.1-20260720:free,0,,67286,67286,783,90.6832,0.0,29.8137,52.5316,2026-07-13,2026-07-21,2026-07-27,text,text,text-generation,1048576,131072,117.562,LagunaForCausalLM,laguna,Mixture-of-Experts,10,,True,True,False,0.09999999999999999,0.19999999999999998,,https://openrouter.ai/poolside/laguna-s-2.1,,https://huggingface.co/poolside/Laguna-S-2.1,OpenRouter|HuggingFace,poolside/laguna-s-2.1|poolside/laguna-s-2.1:free
35,47.7587,complete_three_sources,DeepSeek V3,DeepSeek,deepseek,General Language,text_input|text_output|tool_use|structured_output|coding,True,https://huggingface.co/deepseek-ai/DeepSeek-V3,,open_weight_license_unverified,False,deepseek/deepseek-chat,deepseek/deepseek-chat-v3,,unmatched,0.69,deepseek-ai/DeepSeek-V3,30540977313,11790523,0,0.188514620833936,deepseek/deepseek-chat-v3,0,,1172917,19072510,4105,72.0497,0.0,70.8075,94.3038,2024-12-25,2024-12-26,2025-03-27,text,text,text-generation,163840,16000,684.531,DeepseekV3ForCausalLM,deepseek_v3,Mixture-of-Experts,8,fp8,False,True,True,0.20020000000000002,0.8000999999999999,2024-07-31,https://openrouter.ai/deepseek/deepseek-chat,,https://huggingface.co/deepseek-ai/DeepSeek-V3,OpenRouter|HuggingFace,deepseek/deepseek-chat
36,47.5564,complete_three_sources,MiniMax M2.5,MiniMax,minimax,Reasoning,text_input|text_output|reasoning|tool_use|structured_output|coding,True,https://huggingface.co/MiniMaxAI/MiniMax-M2.5,other,open_weight_custom_or_other_license,False,minimax/minimax-m2.5,minimax/minimax-m2.5-20260211,minimax/minimax-m2.5,exact_slug,1.0,MiniMaxAI/MiniMax-M2.5,36584757600,2131892,0,-0.20675326842099684,minimax/minimax-m2.5-20260211,0,,755229,4071201,1500,75.7764,0.0,63.9752,77.2152,2026-02-12,2026-02-12,2026-03-10,text,text,text-generation,204800,196608,228.704,MiniMaxM2ForCausalLM,minimax_m2,Mixture-of-Experts,8,fp8,True,True,True,0.15,0.8999999999999999,,https://openrouter.ai/minimax/minimax-m2.5,https://zenmux.ai/models/minimax/minimax-m2.5,https://huggingface.co/MiniMaxAI/MiniMax-M2.5,OpenRouter|ZenMux_catalog|HuggingFace,minimax/minimax-m2.5
37,47.5247,complete_three_sources,Qwen3.5-35B-A3B,Qwen,qwen,Multimodal / VLM,text_input|image_input|video_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3.5-35B-A3B,apache-2.0,open_source_license,False,qwen/qwen3.5-35b-a3b,qwen/qwen3.5-35b-a3b-20260224,,unmatched,0.519,Qwen/Qwen3.5-35B-A3B,26776508794,2423980,0,-0.07103404266425263,qwen/qwen3.5-35b-a3b-20260224,0,,2572000,15201071,1476,70.1863,0.0,80.7453,76.5823,2026-02-24,2026-02-25,2026-04-24,text|image|video,text,image-text-to-text,262144,262144,35.952,Qwen3_5MoeForConditionalGeneration,qwen3_5_moe,Mixture-of-Experts,,,True,True,True,0.14,1.0,,https://openrouter.ai/qwen/qwen3.5-35b-a3b,,https://huggingface.co/Qwen/Qwen3.5-35B-A3B,OpenRouter|HuggingFace,qwen/qwen3.5-35b-a3b
38,46.6072,complete_three_sources,Llama 3.3 70B Instruct,Meta,meta-llama,General Language,text_input|text_output|tool_use|structured_output,True,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,llama3.3,open_weight_custom_or_other_license,manual,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,meta/llama-3.3-70b-instruct,fuzzy_same_vendor,0.9,meta-llama/Llama-3.3-70B-Instruct,31210033661,16043195,0,-0.0992328140239138,meta-llama/llama-3.3-70b-instruct,0,,608857,13383704,2923,73.2919,0.0,60.2484,91.7722,2024-11-26,2024-12-06,2024-12-21,text,text,text-generation,131072,128000,70.554,LlamaForCausalLM,llama,Dense or unspecified,,,False,True,True,0.13,0.39999999999999997,2023-12-31,https://openrouter.ai/meta-llama/llama-3.3-70b-instruct,https://zenmux.ai/models/meta/llama-3.3-70b-instruct,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,OpenRouter|ZenMux_catalog|HuggingFace,meta-llama/llama-3.3-70b-instruct
39,46.6015,complete_three_sources,Qwen3 VL 32B Instruct,Qwen,qwen,Multimodal / VLM,text_input|image_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3-VL-32B-Instruct,apache-2.0,open_source_license,False,qwen/qwen3-vl-32b-instruct,qwen/qwen3-vl-32b-instruct,,unmatched,0.681,Qwen/Qwen3-VL-32B-Instruct,32921301466,4801777,0,1.4012809756000586,qwen/qwen3-vl-32b-instruct,0,,2879861,16164719,218,73.913,0.0,82.6087,18.9873,2025-10-19,2025-10-23,2025-10-21,text|image,text,image-text-to-text,131072,32768,33.357,Qwen3VLForConditionalGeneration,qwen3_vl,Dense or unspecified,,,False,True,True,0.10400000000000001,0.41600000000000004,,https://openrouter.ai/qwen/qwen3-vl-32b-instruct,,https://huggingface.co/Qwen/Qwen3-VL-32B-Instruct,OpenRouter|HuggingFace,qwen/qwen3-vl-32b-instruct
40,46.1341,complete_three_sources,Qwen3 32B,Qwen,qwen,Reasoning,text_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3-32B,apache-2.0,open_source_license,False,qwen/qwen3-32b,qwen/qwen3-32b-04-28,,unmatched,0.6,Qwen/Qwen3-32B,20722096428,9268947,0,0.3427813899624994,qwen/qwen3-32b-04-28,0,,10106204,49325603,724,65.8385,0.0,93.1677,50.6329,2025-04-27,2025-04-28,2025-07-26,text,text,text-generation,131072,16384,32.762,Qwen3ForCausalLM,qwen3,Dense or unspecified,,,True,True,True,0.08,0.28,2025-03-31,https://openrouter.ai/qwen/qwen3-32b,,https://huggingface.co/Qwen/Qwen3-32B,OpenRouter|HuggingFace,qwen/qwen3-32b
41,45.744,complete_three_sources,Qwen3 Next 80B A3B Instruct,Qwen,qwen,General Language,text_input|text_output|reasoning|tool_use|structured_output|coding,True,https://huggingface.co/Qwen/Qwen3-Next-80B-A3B-Instruct,apache-2.0,open_source_license,False,qwen/qwen3-next-80b-a3b-instruct,qwen/qwen3-next-80b-a3b-instruct-2509,,unmatched,0.615,Qwen/Qwen3-Next-80B-A3B-Instruct,39521521004,3773835,0,0.3568599905291872,qwen/qwen3-next-80b-a3b-instruct-2509,0,,290756,15917743,1040,77.6398,0.0,50.3106,65.1899,2025-09-09,2025-09-11,2025-09-17,text,text,text-generation,262144,262144,81.325,Qwen3NextForCausalLM,qwen3_next,Mixture-of-Experts,10,,False,True,True,0.09999999999999999,1.1,2025-09-30,https://openrouter.ai/qwen/qwen3-next-80b-a3b-instruct,,https://huggingface.co/Qwen/Qwen3-Next-80B-A3B-Instruct,OpenRouter|HuggingFace,qwen/qwen3-next-80b-a3b-instruct
42,45.6316,complete_three_sources,Qwen3.5 397B A17B,Qwen,qwen,Multimodal / VLM,text_input|image_input|video_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3.5-397B-A17B,apache-2.0,open_source_license,False,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,,unmatched,0.519,Qwen/Qwen3.5-397B-A17B,34069769781,4791113,0,0.1748890955176928,qwen/qwen3.5-397b-a17b-20260216,0,,400041,4960636,1540,74.5342,0.0,54.6584,77.8481,2026-02-16,2026-02-16,2026-04-24,text|image|video,text,image-text-to-text,262144,65536,403.398,Qwen3_5MoeForConditionalGeneration,qwen3_5_moe,Mixture-of-Experts,,,True,True,True,0.39,2.34,,https://openrouter.ai/qwen/qwen3.5-397b-a17b,,https://huggingface.co/Qwen/Qwen3.5-397B-A17B,OpenRouter|HuggingFace,qwen/qwen3.5-397b-a17b
43,45.4574,complete_three_sources,Qwen3 30B A3B Instruct 2507,Qwen,qwen,General Language,text_input|text_output|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3-30B-A3B-Instruct-2507,apache-2.0,open_source_license,False,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507,,unmatched,0.808,Qwen/Qwen3-30B-A3B-Instruct-2507,24443003106,8179844,0,0.03544563396971354,qwen/qwen3-30b-a3b-instruct-2507,0,,2130520,14874630,822,68.323,0.0,78.882,57.5949,2025-07-28,2025-07-29,2025-09-17,text,text,text-generation,262144,32000,30.532,Qwen3MoeForCausalLM,qwen3_moe,Mixture-of-Experts,8,,False,True,True,0.04815,0.19305,2025-06-30,https://openrouter.ai/qwen/qwen3-30b-a3b-instruct-2507,,https://huggingface.co/Qwen/Qwen3-30B-A3B-Instruct-2507,OpenRouter|HuggingFace,qwen/qwen3-30b-a3b-instruct-2507
44,45.3027,complete_three_sources,DeepSeek V3.1,DeepSeek,deepseek,Reasoning,text_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/deepseek-ai/DeepSeek-V3.1,mit,open_source_license,False,deepseek/deepseek-chat-v3.1,deepseek/deepseek-chat-v3.1,deepseek/deepseek-chat-v3.1,exact_slug,1.0,deepseek-ai/DeepSeek-V3.1,39344841936,8988065,0,-0.07370819054649878,deepseek/deepseek-chat-v3.1,0,,292673,2545713,826,77.0186,0.0,51.5528,58.2278,2025-08-21,2025-08-21,2025-09-05,text,text,text-generation,163840,32768,684.531,DeepseekV3ForCausalLM,deepseek_v3,Mixture-of-Experts,8,fp8,True,True,True,0.25,0.95,2025-03-31,https://openrouter.ai/deepseek/deepseek-chat-v3.1,https://zenmux.ai/models/deepseek/deepseek-chat-v3.1,https://huggingface.co/deepseek-ai/DeepSeek-V3.1,OpenRouter|ZenMux_catalog|HuggingFace,deepseek/deepseek-chat-v3.1
45,44.8932,complete_three_sources,GLM 4.7,Z.ai,z-ai,Reasoning,text_input|text_output|reasoning|tool_use|structured_output|agentic,True,https://huggingface.co/zai-org/GLM-4.7,mit,open_source_license,False,z-ai/glm-4.7,z-ai/glm-4.7-20251222,z-ai/glm-4.7,exact_slug,1.0,zai-org/GLM-4.7,71783396177,5465916,0,-0.008438053610444023,z-ai/glm-4.7-20251222,0,,62141,651138,2051,80.7453,0.0,28.5714,85.443,2025-12-22,2025-12-22,2026-01-29,text,text,text-generation,204800,131072,358.338,Glm4MoeForCausalLM,glm4_moe,Mixture-of-Experts,8,,True,True,True,0.39999999999999997,1.75,,https://openrouter.ai/z-ai/glm-4.7,https://zenmux.ai/models/z-ai/glm-4.7,https://huggingface.co/zai-org/GLM-4.7,OpenRouter|ZenMux_catalog|HuggingFace,z-ai/glm-4.7
46,44.6047,complete_three_sources,North Mini Code (free),Cohere,cohere,Code & Math,text_input|text_output|reasoning|tool_use|coding|agentic,True,https://huggingface.co/CohereLabs/North-Mini-Code-1.0,apache-2.0,open_source_license,False,cohere/north-mini-code:free,cohere/north-mini-code-20260617,,unmatched,0.0,CohereLabs/North-Mini-Code-1.0,228502725218,6140946,228478374440,0.8481234368871287,cohere/north-mini-code-20260617|cohere/north-mini-code-20260617:free,0,,13699,45803,537,88.1988,0.0,18.6335,42.4051,2026-06-05,2026-06-17,2026-06-15,text,text,text-generation,256000,64000,30.484,Cohere2MoeForCausalLM,cohere2_moe,Mixture-of-Experts,8,,True,True,False,,,,https://openrouter.ai/cohere/north-mini-code:free,,https://huggingface.co/CohereLabs/North-Mini-Code-1.0,OpenRouter|HuggingFace,cohere/north-mini-code:free
47,43.9948,complete_three_sources,Qwen3 235B A22B Instruct 2507,Qwen,qwen,General Language,text_input|text_output|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507,apache-2.0,open_source_license,False,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,qwen/qwen3-235b-a22b-2507,exact_slug,1.0,Qwen/Qwen3-235B-A22B-Instruct-2507,78479668791,21435058,0,0.12166920712839095,qwen/qwen3-235b-a22b-07-25,0,,64901,1529742,793,81.9876,0.0,29.1925,54.4304,2025-07-21,2025-07-21,2025-09-17,text,text,text-generation,262144,16384,235.094,Qwen3MoeForCausalLM,qwen3_moe,Mixture-of-Experts,8,,False,True,True,0.09,0.55,2025-06-30,https://openrouter.ai/qwen/qwen3-235b-a22b-2507,https://zenmux.ai/models/qwen/qwen3-235b-a22b-2507,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507,OpenRouter|ZenMux_catalog|HuggingFace,qwen/qwen3-235b-a22b-2507
48,43.5519,complete_three_sources,Qwen3 Coder Next,Qwen,qwen,Code & Math,text_input|text_output|tool_use|structured_output|coding|agentic,True,https://huggingface.co/Qwen/Qwen3-Coder-Next,apache-2.0,open_source_license,False,qwen/qwen3-coder-next,qwen/qwen3-coder-next-2025-02-03,,unmatched,0.714,Qwen/Qwen3-Coder-Next,22933795514,1010387,0,0.2379239915060319,qwen/qwen3-coder-next-2025-02-03,0,,729200,5787675,1558,67.0807,0.0,62.7329,79.1139,2026-01-30,2026-02-04,2026-02-03,text,text,text-generation,262144,64000,79.674,Qwen3NextForCausalLM,qwen3_next,Mixture-of-Experts,10,,False,True,True,0.18,0.8999999999999999,,https://openrouter.ai/qwen/qwen3-coder-next,,https://huggingface.co/Qwen/Qwen3-Coder-Next,OpenRouter|HuggingFace,qwen/qwen3-coder-next
49,43.5484,complete_three_sources,Qwen2.5 7B Instruct,Qwen,qwen,General Language,text_input|text_output|tool_use|structured_output|coding,True,https://huggingface.co/Qwen/Qwen2.5-7B-Instruct,apache-2.0,open_source_license,False,qwen/qwen-2.5-7b-instruct,qwen/qwen-2.5-7b-instruct,,unmatched,0.667,Qwen/Qwen2.5-7B-Instruct,11624763127,8221440,0,-0.28704786128787796,qwen/qwen-2.5-7b-instruct,0,,12114062,162798952,1440,56.5217,0.0,95.6522,75.3165,2024-09-16,2024-10-16,2025-01-12,text,text,text-generation,32768,32768,7.616,Qwen2ForCausalLM,qwen2,Dense or unspecified,,,False,True,True,0.04,0.09999999999999999,2024-06-30,https://openrouter.ai/qwen/qwen-2.5-7b-instruct,,https://huggingface.co/Qwen/Qwen2.5-7B-Instruct,OpenRouter|HuggingFace,qwen/qwen-2.5-7b-instruct
50,43.5378,complete_three_sources,Qwen3 VL 8B Instruct,Qwen,qwen,Multimodal / VLM,image_input|text_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3-VL-8B-Instruct,apache-2.0,open_source_license,False,qwen/qwen3-vl-8b-instruct,qwen/qwen3-vl-8b-instruct,,unmatched,0.609,Qwen/Qwen3-VL-8B-Instruct,13692455189,14147090,0,0.3032651227009759,qwen/qwen3-vl-8b-instruct,0,,5120675,44253209,1015,60.2484,0.0,88.1988,63.9241,2025-10-11,2025-10-14,2025-10-15,image|text,text,image-text-to-text,262144,32768,8.767,Qwen3VLForConditionalGeneration,qwen3_vl,Dense or unspecified,,,False,True,True,0.117,0.45499999999999996,,https://openrouter.ai/qwen/qwen3-vl-8b-instruct,,https://huggingface.co/Qwen/Qwen3-VL-8B-Instruct,OpenRouter|HuggingFace,qwen/qwen3-vl-8b-instruct
